Dataset	TF	Comparison_Type	N_Available_Priors	N_MWU_Significant_Options	Top_Prior	Top_ROC_AUC	Top_MWU_Adjusted_P_Value	Top_MWU_Significant_FDR_BH	Top_N_Cells	Top_N_Pos	Top_N_Control	Second_Prior	Second_ROC_AUC	Second_MWU_Adjusted_P_Value	Second_MWU_Significant_FDR_BH	AUC_Diff	DeLong_Z	DeLong_P_Value	DeLong_P_Value_FDR_BH	DeLong_Significant_FDR_BH
NadigOConner2024_jurkat	CDK7	top2_delong	2	2	causalpath	0.664242722925929	0.051349595942093304	True	11937	16	11921	ensemble	0.664242722925929	0.05343274385049466	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	CDK12	top2_delong	2	2	causalpath	0.6545754923617519	0.00631619144047654	True	11957	36	11921	ensemble	0.6545754923617519	0.00564277397071985	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	TFAM	top2_delong	2	2	collectri	0.6520838997690157	2.0844758093881205e-127	True	14475	2554	11921	ensemble	0.6520838997690157	3.8548525242109076e-127	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	SSRP1	top2_delong	3	1	causalpath	0.6489610524186187	0.06296437283239426	True	11938	17	11921	ensemble	0.5769502163754522	0.34656159809935905	False	0.07201083604316649	0.9451188181640878	0.34459821907120647	1.0	False
NadigOConner2024_jurkat	GTF2H1	top2_delong	2	2	causalpath	0.6377182392781463	0.00631619144047654	True	11967	46	11921	ensemble	0.6377182392781463	0.0055847599638152315	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	FOXO1	top2_delong	4	2	collectri	0.6325030991061525	0.0005382258159939256	True	11993	72	11921	ensemble	0.6016751484308736	0.008858405121208543	True	0.030827950675278992	2.0373970230605156	0.04161027195480153	0.5840213812106245	False
NadigOConner2024_jurkat	SUPT5H	top2_delong	2	2	causalpath	0.6300058719906048	0.009965650759644716	True	11966	45	11921	ensemble	0.6300058719906048	0.008858405121208543	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	ZBTB4	top2_delong	2	2	collectri	0.6262798719017848	0.0060586718087324515	True	11972	51	11921	ensemble	0.6262798719017848	0.007249901398845842	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	HSF1	top2_delong	4	2	dorothea	0.6257654559181276	0.03376601931029036	True	11953	32	11921	ensemble	0.6017558300478149	0.09387020053382511	True	0.024009625870312745	1.1348083511700457	0.25645562640535935	1.0	False
NadigOConner2024_jurkat	SP2	top2_delong	3	1	ensemble	0.6243091090419335	0.05720190735051095	True	11948	27	11921	collectri	0.610174388800343	0.1158635351924836	False	0.01413472024159046	0.37081860249766324	0.7107726448581478	1.0	False
NadigOConner2024_jurkat	ELL	top2_delong	2	2	causalpath	0.6168384801391772	0.0006687903820415059	True	12013	92	11921	ensemble	0.6168384801391772	0.0007435375423873213	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	ZNF143	top2_delong	3	3	ensemble	0.6096730559516819	0.003674402123894592	True	12001	80	11921	dorothea	0.604562326985991	0.004040409006976475	True	0.005110728965690869	0.2872240205528963	0.7739407951027015	1.0	False
NadigOConner2024_jurkat	CCNH	top2_delong	2	2	causalpath	0.5893063168371006	0.00010658639115269732	True	12120	199	11921	ensemble	0.5893063168371006	0.0001269632012260071	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	GABPA	top2_delong	4	3	collectri	0.5845461790118279	0.005154826378125382	True	12041	120	11921	causalpath	0.5771271985012443	0.01173989489946927	True	0.00741898051058365	0.20740028072529537	0.83569726337901	1.0	False
NadigOConner2024_jurkat	GTF3A	top2_delong	2	2	collectri	0.5842157842157842	0.08673563604048644	True	11976	55	11921	ensemble	0.5842157842157842	0.06726515300532641	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	USF2	top2_delong	4	2	ensemble	0.5799311896846083	0.0055847599638152315	True	12060	139	11921	dorothea	0.5549664789601085	0.05552554702008789	True	0.024964710724499795	2.274445019539519	0.022939243253585668	0.5840213812106245	False
NadigOConner2024_jurkat	NELFA	top2_delong	2	2	causalpath	0.5791229762603808	0.009965650759644716	True	12041	120	11921	ensemble	0.5791229762603808	0.008858405121208543	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	GTF2H2	top2_delong	2	2	causalpath	0.5776244535786521	0.051349595942093304	True	11993	72	11921	ensemble	0.5776244535786521	0.05343274385049466	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	MNAT1	top2_delong	2	2	causalpath	0.5764669084392144	0.009965650759644716	True	12050	129	11921	ensemble	0.5764669084392144	0.008858405121208543	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	POLR2I	top2_delong	2	2	causalpath	0.5655748168194235	0.04075069913698576	True	12036	115	11921	ensemble	0.5655748168194235	0.03982873761804943	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	TGS1	top2_delong	2	2	causalpath	0.5655666579875958	0.015491927335203272	True	12075	154	11921	ensemble	0.5655666579875958	0.014976850467280914	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	NELFCD	top2_delong	2	2	causalpath	0.5603833729283823	0.06296437283239426	True	12027	106	11921	ensemble	0.5603833729283823	0.06757488824459942	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	ATR	top2_delong	2	2	causalpath	0.5589495927554815	0.051349595942093304	True	12047	126	11921	ensemble	0.5589495927554815	0.05343274385049466	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	GTF2F2	top2_delong	2	2	causalpath	0.5566720391444323	0.08372990109344276	True	12024	103	11921	ensemble	0.5566720391444323	0.09387020053382511	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	ZBTB17	top2_delong	3	3	ensemble	0.5538096782257658	0.0014553581663916846	True	12323	402	11921	collectri	0.5519316428510914	0.0017747713286365677	True	0.0018780353746743472	0.35409037101802077	0.723271158040657	1.0	False
NadigOConner2024_jurkat	CCNK	top2_delong	2	2	causalpath	0.5486308068200039	0.028987322840464274	True	12158	237	11921	ensemble	0.5486308068200039	0.02762321353032478	True	0.0	0.0	1.0	1.0	False
NormanWeissman2019_filtered	IRF1	top2_delong	4	4	dorothea	0.9253023752853743	1.827364876312537e-192	True	12184	420	11764	ensemble	0.9068042534933048	6.428197825691258e-176	True	0.018498121792069444	3.6406983117112177	0.00027189958692398205	0.0007380131645079514	True
NormanWeissman2019_filtered	CEBPA	top2_delong	4	4	causalpath	0.8160823241412223	1.1857103276908366e-114	True	12215	451	11764	collectri	0.7110116850913494	7.953959839505278e-52	True	0.1050706390498729	7.593853078008804	3.105304759569699e-14	2.950039521591214e-13	True
NormanWeissman2019_filtered	TP73	top2_delong	4	4	causalpath	0.7523410957502978	9.842881594409341e-42	True	12010	246	11764	dorothea	0.6412195605720082	5.605976355620041e-14	True	0.1111215351782896	5.5424945574198	2.9819267543698676e-08	1.1331321666605498e-07	True
NormanWeissman2019_filtered	SPI1	top2_delong	4	4	causalpath	0.7220904588706953	7.547705019184043e-76	True	12371	607	11764	dorothea	0.6946135054758968	2.4106146891244857e-58	True	0.027476953394798498	2.1268610999620523	0.033431625814668076	0.06352008904786935	True
NormanWeissman2019_filtered	KLF1	top2_delong	3	3	collectri	0.7035528879405981	2.02175097154938e-180	True	13698	1934	11764	ensemble	0.6489037946206452	3.4619664819889813e-97	True	0.054649093319952935	9.001478638943107	2.226978060287946e-19	4.2312583145470975e-18	True
NormanWeissman2019_filtered	HNF4A	top2_delong	4	4	dorothea	0.6909991638124897	3.41087126427449e-23	True	11997	233	11764	ensemble	0.6897532736084336	8.03896084299232e-23	True	0.001245890204056077	0.18578316145399104	0.8526148098564501	1.0	False
NormanWeissman2019_filtered	CEBPB	top2_delong	4	4	causalpath	0.6857816573161056	3.8546702794955996e-43	True	12244	480	11764	ensemble	0.5681937478748725	6.278199472717291e-07	True	0.1175879094412331	7.491203285319157	6.824501876494937e-14	4.322184521780127e-13	True
NormanWeissman2019_filtered	CEBPE	top2_delong	2	2	collectri	0.6372218952855482	4.9512127838274666e-55	True	12971	1207	11764	ensemble	0.6372218952855482	5.446334062210213e-55	True	0.0	0.0	1.0	1.0	False
NormanWeissman2019_filtered	JUN	top2_delong	4	3	ensemble	0.5910847292346975	6.278199472717291e-07	True	12029	265	11764	dorothea	0.5890686648746094	8.748473888964875e-07	True	0.0020160643600880546	0.10533814364656492	0.9161074970725185	1.0	False
NormanWeissman2019_filtered	FOSB	top2_delong	2	2	collectri	0.5852265215912955	1.596747687835407e-12	True	12389	625	11764	ensemble	0.5599661339680381	6.278199472717291e-07	True	0.02526038762325744	6.086338311357974	1.1552220692827622e-09	5.487304829093121e-09	True
NormanWeissman2019_filtered	DLX2	top2_delong	2	2	collectri	0.5707594966014329	3.0435682145773e-10	True	12491	727	11764	ensemble	0.5707594966014329	2.9294344065306514e-10	True	0.0	0.0	1.0	1.0	False
NormanWeissman2019_filtered	RREB1	top2_delong	2	2	collectri	0.5620340174955952	0.00017723801664564623	True	12094	330	11764	ensemble	0.5620340174955952	0.00014997062946939298	True	0.0	0.0	1.0	1.0	False
NormanWeissman2019_filtered	KMT2A	top2_delong	3	2	dorothea	0.5547439989256499	0.003398085437789721	True	12002	238	11764	ensemble	0.5429300758045483	0.022449468309368108	True	0.011813923121101522	0.8706461549026411	0.38394738700915276	0.6631818502885366	False
NormanWeissman2019_filtered	AHR	top2_delong	4	4	ensemble	0.5454946686388257	0.00032857332357045914	True	12321	557	11764	collectri	0.5431618356706429	0.000651888164768433	True	0.002332832968182763	0.3876028463990181	0.6983099621735283	1.0	False
NormanWeissman2019_filtered	MEIS1	top2_delong	3	2	dorothea	0.5406062141506267	0.0001838204041251416	True	12529	765	11764	ensemble	0.5248161556360048	0.02224747694043676	True	0.015790058514621896	2.977512695773994	0.0029059760886760632	0.006134838409427245	True
NormanWeissman2019_filtered	ETS2	top2_delong	4	3	causalpath	0.5380388220782786	3.3285385549107665e-06	True	12959	1195	11764	ensemble	0.5352310929450746	8.018228366920797e-05	True	0.002807729133203929	0.28400611797529457	0.7764056921507061	1.0	False
NormanWeissman2019_filtered	MAML2	top2_delong	2	1	causalpath	0.531543873308727	0.007770166759734442	True	12385	621	11764	ensemble	0.5025844425061639	0.6503584865175357	False	0.028959430802563135	4.778675357832756	1.7645383092648343e-06	5.587704646005309e-06	True
